實驗#,1,Gbest_世代#,4197,GBest,2.42713
實驗#,2,Gbest_世代#,3015,GBest,2.42713
實驗#,3,Gbest_世代#,2777,GBest,2.2511
實驗#,4,Gbest_世代#,3042,GBest,2.28984
實驗#,5,Gbest_世代#,3422,GBest,2.38978
實驗#,6,Gbest_世代#,3675,GBest,2.42713
實驗#,7,Gbest_世代#,2647,GBest,2.31635
實驗#,8,Gbest_世代#,3273,GBest,2.31635
實驗#,9,Gbest_世代#,3068,GBest,2.22429
實驗#,10,Gbest_世代#,3494,GBest,2.31635
實驗#,11,Gbest_世代#,3133,GBest,2.42713
實驗#,12,Gbest_世代#,2482,GBest,2.31635
實驗#,13,Gbest_世代#,2844,GBest,2.31635
實驗#,14,Gbest_世代#,3016,GBest,2.31635
實驗#,15,Gbest_世代#,3572,GBest,2.42713
實驗#,16,Gbest_世代#,3027,GBest,2.42713
實驗#,17,Gbest_世代#,3044,GBest,2.42713
實驗#,18,Gbest_世代#,3259,GBest,2.31635
實驗#,19,Gbest_世代#,2411,GBest,2.38978
實驗#,20,Gbest_世代#,2779,GBest,2.31635
實驗#,21,Gbest_世代#,2791,GBest,2.27184
實驗#,22,Gbest_世代#,3601,GBest,2.31635
實驗#,23,Gbest_世代#,2499,GBest,2.31635
實驗#,24,Gbest_世代#,3779,GBest,2.31635
實驗#,25,Gbest_世代#,3420,GBest,2.31635
實驗#,26,Gbest_世代#,3265,GBest,2.42713
實驗#,27,Gbest_世代#,2114,GBest,2.42713
實驗#,28,Gbest_世代#,2376,GBest,2.31635
實驗#,29,Gbest_世代#,3232,GBest,2.31635
實驗#,30,Gbest_世代#,5176,GBest,2.28984
實驗#,31,Gbest_世代#,3557,GBest,2.42713
實驗#,32,Gbest_世代#,3931,GBest,2.2488
實驗#,33,Gbest_世代#,3777,GBest,2.27462
實驗#,34,Gbest_世代#,2091,GBest,2.31635
實驗#,35,Gbest_世代#,2509,GBest,2.31635
實驗#,36,Gbest_世代#,4394,GBest,2.31635
實驗#,37,Gbest_世代#,3568,GBest,2.28848
實驗#,38,Gbest_世代#,3158,GBest,2.31635
實驗#,39,Gbest_世代#,4196,GBest,2.42713
實驗#,40,Gbest_世代#,4006,GBest,2.31635
實驗#,41,Gbest_世代#,4423,GBest,2.30224
實驗#,42,Gbest_世代#,3720,GBest,2.38978
實驗#,43,Gbest_世代#,3009,GBest,2.31635
實驗#,44,Gbest_世代#,3215,GBest,2.31635
實驗#,45,Gbest_世代#,4130,GBest,2.31635
實驗#,46,Gbest_世代#,2030,GBest,2.30224
實驗#,47,Gbest_世代#,5320,GBest,2.42713
實驗#,48,Gbest_世代#,3207,GBest,2.38978
實驗#,49,Gbest_世代#,2765,GBest,2.42713
實驗#,50,Gbest_世代#,3355,GBest,2.38978
,,,,,
平均,2.3440916,GB代數平均,3295.82,最佳解代數平均,3452.307692
標準差,0.058586234,GB代數標準差,703.72849,最佳解代數標準差,765.1112925
